Year,Patient County Code,Patient County Name,Rural/Urban,Payer,ER Opioid,ER Visits ,ER Rate Per 1000 ,Inpatient ER Opioid,Inpatient ER Discharges,Inpatient ER Rate Per 1000,Inpatient Non ER Opioid,Inpatient Non ER Discharges,Inpatient Non ER Rate Per 1000 ,Inpatient Total Opioid,Inpatient Total Discharges,Inpatient Total Rate Per 1000 ,ER Inpatient Total Opioid,ER Inpatient Total Discharges ,ER Inpatient Total Rate Per 1000,Opioid Ambulatory Surgery Visits,Ambulatory Surgery Visits,Ambulatory Surgery Rate Per 1000,Outpatient Opioid,Outpatient Visits,Outpatient Rate Per 1000,Other Outpatient Total Opioid, Other Outpatient Total Discharges,Other Outpatient Total Rate Per 1000,Overall Opioid,Overall Discharges,Overall Rate Per 1000
2010,22,Jefferson,Urban,Medicaid,3,8947,0.335,1,842,1.188,1,1650,0.606,2,2492,0.803,5,11439,0.437,0,1236,0,0,22,0,0,1258,0,5,12697,0.394
2010,22,Jefferson,Urban,Medicare,0,4320,0,4,2794,1.432,0,1604,0,4,4398,0.91,4,8718,0.459,0,3485,0,0,41,0,0,3526,0,4,12244,0.327
2010,22,Jefferson,Urban,Other,1,11100,0.09,4,943,4.242,1,2624,0.381,5,3567,1.402,6,14667,0.409,0,3263,0,0,21,0,0,3284,0,6,17951,0.334
2010,23,Lewis,Rural,Commercial,0,4575,0,1,457,2.188,0,806,0,1,1263,0.792,1,5838,0.171,0,1666,0,0,23,0,0,1689,0,1,7527,0.133
2010,23,Lewis,Rural,Medicaid,1,2239,0.447,1,185,5.405,1,383,2.611,2,568,3.521,3,2807,1.069,0,287,0,0,1,0,0,288,0,3,3095,0.969
2012,23,Lewis,Rural,Medicaid,2,1990,1.005,1,103,9.709,0,123,0,1,226,4.425,3,2216,1.354,0,302,0,0,1018,0,0,1320,0,3,3536,0.848
2010,23,Lewis,Rural,Medicare,0,1320,0,0,646,0,0,510,0,0,1156,0,0,2476,0,0,870,0,0,10,0,0,880,0,0,3356,0
2012,23,Lewis,Rural,Medicare,0,1286,0,0,234,0,0,395,0,0,629,0,0,1915,0,0,732,0,0,1869,0,0,2601,0,0,4516,0
2013,23,Lewis,Rural,Medicare,0,453,0,0,199,0,1,390,2.564,1,589,1.698,1,1042,0.96,0,697,0,0,1095,0,0,1792,0,1,2834,0.353
2010,23,Lewis,Rural,Other,0,591,0,0,51,0,0,75,0,0,126,0,0,717,0,0,141,0,0,2,0,0,143,0,0,860,0
2012,23,Lewis,Rural,Other,1,744,1.344,0,40,0,0,76,0,0,116,0,1,860,1.163,0,128,0,0,452,0,0,580,0,1,1440,0.694
2013,23,Lewis,Rural,Other,0,331,0,1,41,24.39,0,57,0,1,98,10.204,1,429,2.331,0,142,0,0,348,0,0,490,0,1,919,1.088
2010,24,Livingston,Urban,Commercial,4,8455,0.473,3,853,3.517,0,1608,0,3,2461,1.219,7,10916,0.641,0,3960,0,0,162,0,0,4122,0,7,15038,0.465
2010,24,Livingston,Urban,Medicare,2,2644,0.756,1,1584,0.631,0,868,0,1,2452,0.408,3,5096,0.589,0,2132,0,0,112,0,0,2244,0,3,7340,0.409
2012,24,Livingston,Urban,Medicare,2,3385,0.591,10,1867,5.356,0,768,0,10,2635,3.795,12,6020,1.993,0,2873,0,0,5692,0,0,8565,0,12,14585,0.823
2010,24,Livingston,Urban,Other,0,660,0,2,116,17.241,0,86,0,2,202,9.901,2,862,2.32,0,233,0,0,45,0,0,278,0,2,1140,1.754
2011,24,Livingston,Urban,Other,1,762,1.312,1,96,10.417,0,46,0,1,142,7.042,2,904,2.212,0,168,0,0,402,0,0,570,0,2,1474,1.357
2010,25,Madison,Urban,Commercial,8,10581,0.756,1,930,1.075,0,1609,0,1,2539,0.394,9,13120,0.686,0,5476,0,0,48,0,0,5524,0,9,18644,0.483
2010,25,Madison,Urban,Medicaid,5,8132,0.615,3,419,7.16,0,894,0,3,1313,2.285,8,9445,0.847,0,964,0,0,11,0,0,975,0,8,10420,0.768
2011,25,Madison,Urban,Medicaid,4,7989,0.501,5,446,11.211,1,835,1.198,6,1281,4.684,10,9270,1.079,0,1053,0,0,5844,0,0,6897,0,10,16167,0.619
2010,25,Madison,Urban,Medicare,0,3760,0,1,1871,0.534,0,1058,0,1,2929,0.341,1,6689,0.149,0,3128,0,0,14,0,0,3142,0,1,9831,0.102
2011,25,Madison,Urban,Medicare,1,3938,0.254,3,1908,1.572,1,1014,0.986,4,2922,1.369,5,6860,0.729,0,2766,0,0,8138,0,0,10904,0,5,17764,0.281
2010,25,Madison,Urban,Other,1,916,1.092,0,66,0,0,67,0,0,133,0,1,1049,0.953,0,168,0,0,1,0,0,169,0,1,1218,0.821
2011,25,Madison,Urban,Other,0,930,0,0,66,0,0,59,0,0,125,0,0,1055,0,0,137,0,0,471,0,0,608,0,0,1663,0
2012,25,Madison,Urban,Other,0,736,0,0,96,0,0,79,0,0,175,0,0,911,0,0,123,0,0,306,0,0,429,0,0,1340,0
2013,25,Madison,Urban,Other,1,806,1.241,0,76,0,0,62,0,0,138,0,1,944,1.059,0,181,0,0,340,0,0,521,0,1,1465,0.683
2010,26,Monroe,Urban,Commercial,49,92079,0.532,34,12613,2.696,3,19275,0.156,37,31888,1.16,86,123967,0.694,1,48101,0.021,0,1793,0,1,49894,0.02,87,173861,0.5
2010,26,Monroe,Urban,Medicare,20,35203,0.568,53,24086,2.2,0,8158,0,53,32244,1.644,73,67447,1.082,0,20963,0,0,1744,0,0,22707,0,73,90154,0.81
2010,26,Monroe,Urban,Other,4,5468,0.732,2,670,2.985,0,492,0,2,1162,1.721,6,6630,0.905,0,1497,0,0,900,0,0,2397,0,6,9027,0.665
2013,26,Monroe,Urban,Other,5,6536,0.765,3,687,4.367,0,430,0,3,1117,2.686,8,7653,1.045,0,1277,0,0,4221,0,0,5498,0,8,13151,0.608
2010,27,Montgomery,Rural,Commercial,3,8934,0.336,5,890,5.618,0,1081,0,5,1971,2.537,8,10905,0.734,0,5361,0,0,1,0,0,5362,0,8,16267,0.492
2010,27,Montgomery,Rural,Medicaid,8,8497,0.942,4,746,5.362,3,1058,2.836,7,1804,3.88,15,10301,1.456,0,1749,0,0,0,0,0,1749,0,15,12050,1.245
2011,27,Montgomery,Rural,Medicaid,5,10537,0.475,5,685,7.299,0,1060,0,5,1745,2.865,10,12282,0.814,0,1605,0,0,19006,0,0,20611,0,10,32893,0.304
2012,27,Montgomery,Rural,Medicaid,3,11226,0.267,5,631,7.924,0,909,0,5,1540,3.247,8,12766,0.627,0,1548,0,0,14590,0,0,16138,0,8,28904,0.277
2013,27,Montgomery,Rural,Medicaid,5,11669,0.428,1,641,1.56,0,982,0,1,1623,0.616,6,13292,0.451,0,1535,0,0,17797,0,0,19332,0,6,32624,0.184
2010,27,Montgomery,Rural,Medicare,2,4407,0.454,3,2488,1.206,1,1005,0.995,4,3493,1.145,6,7900,0.759,0,3982,0,0,0,0,0,3982,0,6,11882,0.505
2011,27,Montgomery,Rural,Medicare,2,5274,0.379,4,2386,1.676,1,1032,0.969,5,3418,1.463,7,8692,0.805,0,3771,0,0,18764,0,0,22535,0,7,31227,0.224
2012,27,Montgomery,Rural,Medicare,3,5954,0.504,6,2295,2.614,1,1082,0.924,7,3377,2.073,10,9331,1.072,0,3403,0,0,15324,0,0,18727,0,10,28058,0.356
2010,27,Montgomery,Rural,Other,0,790,0,0,84,0,0,58,0,0,142,0,0,932,0,0,149,0,0,0,0,0,149,0,0,1081,0
2011,27,Montgomery,Rural,Other,0,741,0,1,61,16.393,0,43,0,1,104,9.615,1,845,1.183,0,160,0,0,823,0,0,983,0,1,1828,0.547
2012,27,Montgomery,Rural,Other,0,677,0,0,52,0,0,35,0,0,87,0,0,764,0,0,144,0,0,542,0,0,686,0,0,1450,0
2013,27,Montgomery,Rural,Other,0,806,0,0,54,0,0,56,0,0,110,0,0,916,0,0,110,0,0,729,0,0,839,0,0,1755,0
2014,27,Montgomery,Rural,Other,0,728,0,0,62,0,0,47,0,0,109,0,0,837,0,0,98,0,0,638,0,0,736,0,0,1573,0
2010,29,Niagara,Urban,Commercial,18,35439,0.508,35,5676,6.166,0,6476,0,35,12152,2.88,53,47591,1.114,0,19252,0,0,62,0,0,19314,0,53,66905,0.792
2010,29,Niagara,Urban,Medicaid,18,20193,0.891,31,2979,10.406,2,2694,0.742,33,5673,5.817,51,25866,1.972,0,3081,0,0,15,0,0,3096,0,51,28962,1.761
2010,29,Niagara,Urban,Medicare,4,11000,0.364,22,8631,2.549,3,3406,0.881,25,12037,2.077,29,23037,1.259,0,10813,0,0,10,0,0,10823,0,29,33860,0.856
2010,29,Niagara,Urban,Other,1,2488,0.402,2,245,8.163,0,247,0,2,492,4.065,3,2980,1.007,0,439,0,0,5,0,0,444,0,3,3424,0.876
2010,30,Oneida,Urban,Commercial,11,26093,0.422,23,3347,6.872,2,5649,0.354,25,8996,2.779,36,35089,1.026,0,19549,0,0,74,0,0,19623,0,36,54712,0.658
2010,30,Oneida,Urban,Medicare,5,12513,0.4,21,10244,2.05,2,5526,0.362,23,15770,1.458,28,28283,0.99,0,13098,0,0,42,0,0,13140,0,28,41423,0.676
2012,30,Oneida,Urban,Medicare,6,16836,0.356,22,11320,1.943,1,4137,0.242,23,15457,1.488,29,32293,0.898,0,11446,0,1,21171,0.047,1,32617,0.031,30,64910,0.462
2010,30,Oneida,Urban,Other,2,3613,0.554,3,522,5.747,0,344,0,3,866,3.464,5,4479,1.116,0,861,0,0,2,0,0,863,0,5,5342,0.936
2011,30,Oneida,Urban,Other,3,6108,0.491,0,575,0,1,451,2.217,1,1026,0.975,4,7134,0.561,0,886,0,0,2800,0,0,3686,0,4,10820,0.37
2010,31,Onondaga,Urban,Commercial,34,47876,0.71,25,6636,3.767,0,10270,0,25,16906,1.479,59,64782,0.911,0,25829,0,0,2947,0,0,28776,0,59,93558,0.631
2010,31,Onondaga,Urban,Medicaid,39,34967,1.115,30,4915,6.104,2,6633,0.302,32,11548,2.771,71,46515,1.526,0,3788,0,0,254,0,0,4042,0,71,50557,1.404
2010,31,Onondaga,Urban,Medicare,12,17254,0.695,22,15149,1.452,1,5025,0.199,23,20174,1.14,35,37428,0.935,0,11336,0,0,1287,0,0,12623,0,35,50051,0.699
2010,31,Onondaga,Urban,Other,1,4084,0.245,2,472,4.237,0,374,0,2,846,2.364,3,4930,0.609,0,884,0,0,82,0,0,966,0,3,5896,0.509
2010,32,Ontario,Urban,Commercial,8,13429,0.596,6,1569,3.824,2,2775,0.721,8,4344,1.842,16,17773,0.9,0,8359,0,0,140,0,0,8499,0,16,26272,0.609
2010,32,Ontario,Urban,Medicaid,4,6820,0.587,8,623,12.841,0,994,0,8,1617,4.947,12,8437,1.422,0,1251,0,0,65,0,0,1316,0,12,9753,1.23
2012,32,Ontario,Urban,Medicaid,7,8638,0.81,7,624,11.218,1,1003,0.997,8,1627,4.917,15,10265,1.461,0,1524,0,0,3340,0,0,4864,0,15,15129,0.991
2010,32,Ontario,Urban,Medicare,3,5475,0.548,11,3751,2.933,0,1357,0,11,5108,2.153,14,10583,1.323,0,4495,0,0,72,0,0,4567,0,14,15150,0.924
2010,32,Ontario,Urban,Other,1,1065,0.939,1,241,4.149,0,70,0,1,311,3.215,2,1376,1.453,0,341,0,0,28,0,0,369,0,2,1745,1.146
2011,32,Ontario,Urban,Other,0,1148,0,0,215,0,0,88,0,0,303,0,0,1451,0,0,240,0,0,592,0,0,832,0,0,2283,0
2012,32,Ontario,Urban,Other,4,2062,1.94,0,247,0,0,77,0,0,324,0,4,2386,1.676,0,285,0,0,701,0,0,986,0,4,3372,1.186
2013,32,Ontario,Urban,Other,3,2477,1.211,2,312,6.41,1,111,9.009,3,423,7.092,6,2900,2.069,0,597,0,0,740,0,0,1337,0,6,4237,1.416
2010,33,Orange,Urban,Commercial,20,43830,0.456,22,6862,3.206,1,10455,0.096,23,17317,1.328,43,61147,0.703,0,18891,0,0,17,0,0,18908,0,43,80055,0.537
2010,33,Orange,Urban,Medicaid,21,25659,0.818,26,4004,6.494,2,6063,0.33,28,10067,2.781,49,35726,1.372,0,3275,0,0,11,0,0,3286,0,49,39012,1.256
2010,33,Orange,Urban,Medicare,14,12656,1.106,15,11410,1.315,3,5812,0.516,18,17222,1.045,32,29878,1.071,0,7835,0,0,5,0,0,7840,0,32,37718,0.848
2010,33,Orange,Urban,Other,0,2657,0,3,576,5.208,0,485,0,3,1061,2.828,3,3718,0.807,0,661,0,0,1,0,0,662,0,3,4380,0.685
2012,33,Orange,Urban,Other,7,8846,0.791,4,600,6.667,1,408,2.451,5,1008,4.96,12,9854,1.218,0,1107,0,0,2594,0,0,3701,0,12,13555,0.885
2013,33,Orange,Urban,Other,1,4537,0.22,1,593,1.686,0,382,0,1,975,1.026,2,5512,0.363,0,931,0,0,1786,0,0,2717,0,2,8229,0.243
2010,34,Orleans,Urban,Commercial,6,7423,0.808,0,849,0,0,1244,0,0,2093,0,6,9516,0.631,0,3572,0,0,51,0,0,3623,0,6,13139,0.457
2010,34,Orleans,Urban,Medicaid,3,3014,0.995,3,297,10.101,0,458,0,3,755,3.974,6,3769,1.592,0,434,0,0,18,0,0,452,0,6,4221,1.421
2010,34,Orleans,Urban,Medicare,0,1653,0,1,1303,0.767,0,639,0,1,1942,0.515,1,3595,0.278,0,1682,0,0,32,0,0,1714,0,1,5309,0.188
2010,34,Orleans,Urban,Other,1,665,1.504,0,110,0,0,64,0,0,174,0,1,839,1.192,0,198,0,0,14,0,0,212,0,1,1051,0.951
2010,35,Oswego,Urban,Commercial,8,10544,0.759,5,1796,2.784,2,2662,0.751,7,4458,1.57,15,15002,1,0,8012,0,0,605,0,0,8617,0,15,23619,0.635
2010,35,Oswego,Urban,Medicaid,6,8267,0.726,8,1614,4.957,0,2180,0,8,3794,2.109,14,12061,1.161,0,1813,0,0,62,0,0,1875,0,14,13936,1.005
2011,35,Oswego,Urban,Medicaid,9,10284,0.875,13,1627,7.99,0,2124,0,13,3751,3.466,22,14035,1.568,0,2071,0,0,3718,0,0,5789,0,22,19824,1.11
2010,35,Oswego,Urban,Medicare,2,4113,0.486,12,4368,2.747,0,1785,0,12,6153,1.95,14,10266,1.364,0,4207,0,0,263,0,0,4470,0,14,14736,0.95
2010,35,Oswego,Urban,Other,0,948,0,0,159,0,0,131,0,0,290,0,0,1238,0,0,266,0,0,13,0,0,279,0,0,1517,0
2012,35,Oswego,Urban,Other,0,1080,0,1,166,6.024,0,149,0,1,315,3.175,1,1395,0.717,0,244,0,0,815,0,0,1059,0,1,2454,0.407
2013,35,Oswego,Urban,Other,2,1008,1.984,0,129,0,0,102,0,0,231,0,2,1239,1.614,0,292,0,0,871,0,0,1163,0,2,2402,0.833
2010,36,Otsego,Rural,Commercial,2,7917,0.253,3,835,3.593,2,1235,1.619,5,2070,2.415,7,9987,0.701,1,9380,0.107,0,71,0,1,9451,0.106,8,19438,0.412
2010,36,Otsego,Rural,Medicaid,3,4449,0.674,5,419,11.933,3,680,4.412,8,1099,7.279,11,5548,1.983,0,1999,0,0,30,0,0,2029,0,11,7577,1.452
2011,36,Otsego,Rural,Medicaid,2,5638,0.355,1,406,2.463,0,592,0,1,998,1.002,3,6636,0.452,0,1472,0,0,27066,0,0,28538,0,3,35174,0.085
2010,36,Otsego,Rural,Medicare,4,3315,1.207,6,2138,2.806,5,1129,4.429,11,3267,3.367,15,6582,2.279,0,8631,0,0,88,0,0,8719,0,15,15301,0.98
2010,36,Otsego,Rural,Other,0,300,0,6,506,11.858,0,275,0,6,781,7.682,6,1081,5.55,0,202,0,0,0,0,0,202,0,6,1283,4.677
2011,36,Otsego,Rural,Other,0,294,0,5,356,14.045,0,263,0,5,619,8.078,5,913,5.476,0,146,0,0,1484,0,0,1630,0,5,2543,1.966
2012,36,Otsego,Rural,Other,0,382,0,0,138,0,0,98,0,0,236,0,0,618,0,0,84,0,0,532,0,0,616,0,0,1234,0
2013,36,Otsego,Rural,Other,0,629,0,0,63,0,0,55,0,0,118,0,0,747,0,0,108,0,0,1420,0,0,1528,0,0,2275,0
2010,37,Putnam,Urban,Commercial,7,13545,0.517,7,1723,4.063,1,2531,0.395,8,4254,1.881,15,17799,0.843,0,5402,0,0,1,0,0,5403,0,15,23202,0.646
2010,37,Putnam,Urban,Medicaid,2,1863,1.074,3,340,8.824,0,527,0,3,867,3.46,5,2730,1.832,0,280,0,0,0,0,0,280,0,5,3010,1.661
2011,37,Putnam,Urban,Medicaid,4,2634,1.519,5,366,13.661,0,523,0,5,889,5.624,9,3523,2.555,0,320,0,0,2295,0,0,2615,0,9,6138,1.466
2010,37,Putnam,Urban,Medicare,0,2808,0,5,2825,1.77,0,1129,0,5,3954,1.265,5,6762,0.739,0,2551,0,0,0,0,0,2551,0,5,9313,0.537
2010,37,Putnam,Urban,Other,0,864,0,1,142,7.042,0,60,0,1,202,4.95,1,1066,0.938,0,185,0,0,0,0,0,185,0,1,1251,0.799
2013,37,Putnam,Urban,Other,2,1039,1.925,0,99,0,0,43,0,0,142,0,2,1181,1.693,0,452,0,0,689,0,0,1141,0,2,2322,0.861
2010,38,Rensselaer,Urban,Medicaid,11,13532,0.813,4,1897,2.109,0,1971,0,4,3868,1.034,15,17400,0.862,0,1748,0,0,0,0,0,1748,0,15,19148,0.783
2010,38,Rensselaer,Urban,Medicare,4,6585,0.607,7,6186,1.132,0,1765,0,7,7951,0.88,11,14536,0.757,0,4380,0,0,13,0,0,4393,0,11,18929,0.581
2012,38,Rensselaer,Urban,Medicare,2,8974,0.223,3,5770,0.52,0,1756,0,3,7526,0.399,5,16500,0.303,0,6345,0,0,7769,0,0,14114,0,5,30614,0.163
2013,38,Rensselaer,Urban,Medicare,3,5558,0.54,6,4803,1.249,2,1651,1.211,8,6454,1.24,11,12012,0.916,0,7164,0,0,11322,0,0,18486,0,11,30498,0.361
2014,38,Rensselaer,Urban,Other,0,931,0,0,87,0,0,83,0,0,170,0,0,1101,0,0,216,0,0,883,0,0,1099,0,0,2200,0
2010,39,Rockland,Urban,Commercial,3,26675,0.112,13,5274,2.465,0,7250,0,13,12524,1.038,16,39199,0.408,0,8169,0,0,8,0,0,8177,0,16,47376,0.338
2010,39,Rockland,Urban,Medicaid,6,12000,0.5,12,3331,3.603,0,5656,0,12,8987,1.335,18,20987,0.858,0,2166,0,0,3,0,0,2169,0,18,23156,0.777
2010,39,Rockland,Urban,Medicare,2,7515,0.266,5,9210,0.543,1,3778,0.265,6,12988,0.462,8,20503,0.39,0,4092,0,0,6,0,0,4098,0,8,24601,0.325
2010,39,Rockland,Urban,Other,0,1922,0,0,217,0,0,131,0,0,348,0,0,2270,0,0,133,0,0,0,0,0,133,0,0,2403,0
2012,39,Rockland,Urban,Other,0,2446,0,0,243,0,0,178,0,0,421,0,0,2867,0,0,174,0,0,1272,0,0,1446,0,0,4313,0
2013,39,Rockland,Urban,Other,2,2429,0.823,0,197,0,0,152,0,0,349,0,2,2778,0.72,0,183,0,0,1181,0,0,1364,0,2,4142,0.483
2010,40,St. Lawrence,Rural,Commercial,3,22314,0.134,2,1853,1.079,0,2276,0,2,4129,0.484,5,26443,0.189,0,7718,0,0,19,0,0,7737,0,5,34180,0.146
2010,40,St. Lawrence,Rural,Medicaid,6,15779,0.38,12,1532,7.833,0,1983,0,12,3515,3.414,18,19294,0.933,0,1770,0,0,4,0,0,1774,0,18,21068,0.854
2012,40,St. Lawrence,Rural,Medicaid,9,20742,0.434,12,1407,8.529,0,1849,0,12,3256,3.686,21,23998,0.875,0,1856,0,0,6253,0,0,8109,0,21,32107,0.654
2013,40,St. Lawrence,Rural,Medicaid,4,12439,0.322,5,1071,4.669,0,1480,0,5,2551,1.96,9,14990,0.6,0,1596,0,0,5593,0,0,7189,0,9,22179,0.406
2010,40,St. Lawrence,Rural,Medicare,1,7476,0.134,5,3921,1.275,0,1818,0,5,5739,0.871,6,13215,0.454,0,4658,0,0,9,0,0,4667,0,6,17882,0.336
2010,40,St. Lawrence,Rural,Other,0,3025,0,0,416,0,0,304,0,0,720,0,0,3745,0,0,883,0,0,0,0,0,883,0,0,4628,0
2012,40,St. Lawrence,Rural,Other,2,4532,0.441,0,448,0,0,296,0,0,744,0,2,5276,0.379,0,926,0,0,1635,0,0,2561,0,2,7837,0.255
2013,40,St. Lawrence,Rural,Other,3,6702,0.448,2,585,3.419,0,481,0,2,1066,1.876,5,7768,0.644,0,1056,0,0,2788,0,0,3844,0,5,11612,0.431
2010,41,Saratoga,Urban,Commercial,15,19329,0.776,11,3641,3.021,0,5619,0,11,9260,1.188,26,28589,0.909,0,16566,0,0,11,0,0,16577,0,26,45166,0.576
2010,41,Saratoga,Urban,Medicaid,7,6839,1.024,7,1322,5.295,1,1625,0.615,8,2947,2.715,15,9786,1.533,0,1653,0,0,0,0,0,1653,0,15,11439,1.311
2012,41,Saratoga,Urban,Medicaid,8,10857,0.737,9,1287,6.993,2,1552,1.289,11,2839,3.875,19,13696,1.387,0,2288,0,0,3187,0,0,5475,0,19,19171,0.991
2013,41,Saratoga,Urban,Medicaid,10,9572,1.045,7,1248,5.609,4,1569,2.549,11,2817,3.905,21,12389,1.695,0,2607,0,0,4427,0,0,7034,0,21,19423,1.081
2010,41,Saratoga,Urban,Medicare,3,6641,0.452,6,6634,0.904,0,2657,0,6,9291,0.646,9,15932,0.565,0,7510,0,0,8,0,0,7518,0,9,23450,0.384
2010,41,Saratoga,Urban,Other,0,1613,0,0,241,0,0,387,0,0,628,0,0,2241,0,0,641,0,0,0,0,0,641,0,0,2882,0
2011,41,Saratoga,Urban,Other,2,2120,0.943,1,274,3.65,1,392,2.551,2,666,3.003,4,2786,1.436,0,714,0,0,1137,0,0,1851,0,4,4637,0.863
2012,41,Saratoga,Urban,Other,1,2208,0.453,1,247,4.049,0,455,0,1,702,1.425,2,2910,0.687,0,737,0,0,1033,0,0,1770,0,2,4680,0.427
2013,41,Saratoga,Urban,Other,2,2131,0.939,0,215,0,0,404,0,0,619,0,2,2750,0.727,0,673,0,0,1470,0,0,2143,0,2,4893,0.409
2010,42,Schenectady,Urban,Commercial,13,30048,0.433,6,2703,2.22,2,4324,0.463,8,7027,1.138,21,37075,0.566,0,13332,0,0,12,0,0,13344,0,21,50419,0.417
2010,42,Schenectady,Urban,Medicaid,8,20123,0.398,7,2082,3.362,2,2559,0.782,9,4641,1.939,17,24764,0.686,0,2247,0,0,2,0,0,2249,0,17,27013,0.629
2010,42,Schenectady,Urban,Medicare,10,10778,0.928,5,5220,0.958,2,2703,0.74,7,7923,0.884,17,18701,0.909,1,6908,0.145,0,21,0,1,6929,0.144,18,25630,0.702
2010,42,Schenectady,Urban,Other,0,629,0,1,79,12.658,0,136,0,1,215,4.651,1,844,1.185,0,355,0,0,3,0,0,358,0,1,1202,0.832
2010,43,Schoharie,Urban,Commercial,4,5457,0.733,0,428,0,2,630,3.175,2,1058,1.89,6,6515,0.921,0,4200,0,0,3,0,0,4203,0,6,10718,0.56
2010,43,Schoharie,Urban,Medicaid,4,3044,1.314,0,190,0,1,431,2.32,1,621,1.61,5,3665,1.364,0,1075,0,0,2,0,0,1077,0,5,4742,1.054
2010,43,Schoharie,Urban,Medicare,0,2576,0,2,779,2.567,2,637,3.14,4,1416,2.825,4,3992,1.002,0,3612,0,0,2,0,0,3614,0,4,7606,0.526
2010,43,Schoharie,Urban,Other,0,349,0,1,47,21.277,0,61,0,1,108,9.259,1,457,2.188,0,100,0,0,0,0,0,100,0,1,557,1.795
2011,43,Schoharie,Urban,Other,0,339,0,0,42,0,0,56,0,0,98,0,0,437,0,0,90,0,0,659,0,0,749,0,0,1186,0
2012,43,Schoharie,Urban,Other,0,270,0,1,37,27.027,0,44,0,1,81,12.346,1,351,2.849,0,44,0,0,330,0,0,374,0,1,725,1.379
2013,43,Schoharie,Urban,Other,0,320,0,0,24,0,0,56,0,0,80,0,0,400,0,0,56,0,0,455,0,0,511,0,0,911,0
2014,43,Schoharie,Urban,Other,0,318,0,0,38,0,0,59,0,0,97,0,0,415,0,0,63,0,0,367,0,0,430,0,0,845,0
2010,44,Schuyler,Rural,Commercial,1,3053,0.328,0,249,0,0,389,0,0,638,0,1,3691,0.271,0,956,0,0,10,0,0,966,0,1,4657,0.215
2011,44,Schuyler,Rural,Commercial,0,3594,0,0,215,0,0,338,0,0,553,0,0,4147,0,0,1082,0,0,2473,0,0,3555,0,0,7702,0
2012,44,Schuyler,Rural,Commercial,3,3548,0.846,1,266,3.759,1,470,2.128,2,736,2.717,5,4284,1.167,0,1107,0,0,2745,0,0,3852,0,5,8136,0.615
2010,44,Schuyler,Rural,Medicaid,2,1812,1.104,1,171,5.848,1,237,4.219,2,408,4.902,4,2220,1.802,0,226,0,0,6,0,0,232,0,4,2452,1.631
2011,44,Schuyler,Rural,Medicaid,2,2198,0.91,0,154,0,0,258,0,0,412,0,2,2610,0.766,0,278,0,0,985,0,0,1263,0,2,3873,0.516
2012,44,Schuyler,Rural,Medicaid,0,2096,0,1,120,8.333,0,175,0,1,295,3.39,1,2391,0.418,0,218,0,0,2470,0,0,2688,0,1,5079,0.197
2013,44,Schuyler,Rural,Medicaid,2,2203,0.908,2,103,19.417,1,147,6.803,3,250,12,5,2453,2.038,0,199,0,0,1835,0,0,2034,0,5,4487,1.114
2010,44,Schuyler,Rural,Medicare,0,1854,0,0,341,0,0,595,0,0,936,0,0,2790,0,0,753,0,0,6,0,0,759,0,0,3549,0
2011,44,Schuyler,Rural,Medicare,3,1922,1.561,1,363,2.755,1,653,1.531,2,1016,1.969,5,2938,1.702,0,860,0,0,3021,0,0,3881,0,5,6819,0.733
2012,44,Schuyler,Rural,Medicare,1,2027,0.493,0,379,0,1,670,1.493,1,1049,0.953,2,3076,0.65,0,798,0,0,4972,0,0,5770,0,2,8846,0.226
2010,44,Schuyler,Rural,Other,2,1032,1.938,1,58,17.241,0,88,0,1,146,6.849,3,1178,2.547,0,154,0,0,2,0,0,156,0,3,1334,2.249
2011,44,Schuyler,Rural,Other,0,838,0,0,68,0,0,35,0,0,103,0,0,941,0,0,186,0,0,502,0,0,688,0,0,1629,0
2013,44,Schuyler,Rural,Other,0,235,0,1,24,41.667,0,19,0,1,43,23.256,1,278,3.597,0,35,0,0,178,0,0,213,0,1,491,2.037
2014,44,Schuyler,Rural,Other,0,216,0,0,18,0,0,24,0,0,42,0,0,258,0,0,54,0,0,297,0,0,351,0,0,609,0
2011,45,Seneca,Rural,Commercial,3,4958,0.605,1,403,2.481,0,726,0,1,1129,0.886,4,6087,0.657,0,2714,0,0,4113,0,0,6827,0,4,12914,0.31
2012,45,Seneca,Rural,Commercial,5,4960,1.008,4,456,8.772,0,692,0,4,1148,3.484,9,6108,1.473,0,2507,0,0,3861,0,0,6368,0,9,12476,0.721
2010,45,Seneca,Rural,Medicaid,4,2415,1.656,2,204,9.804,1,346,2.89,3,550,5.455,7,2965,2.361,0,460,0,0,16,0,0,476,0,7,3441,2.034
2011,45,Seneca,Rural,Medicaid,4,2703,1.48,2,236,8.475,0,376,0,2,612,3.268,6,3315,1.81,0,531,0,0,1059,0,0,1590,0,6,4905,1.223
2012,45,Seneca,Rural,Medicaid,3,2867,1.046,1,288,3.472,1,374,2.674,2,662,3.021,5,3529,1.417,0,475,0,0,1022,0,0,1497,0,5,5026,0.995
2013,45,Seneca,Rural,Medicaid,2,2797,0.715,4,242,16.529,0,360,0,4,602,6.645,6,3399,1.765,0,528,0,2,1338,1.495,2,1866,1.072,8,5265,1.519
2010,45,Seneca,Rural,Medicare,2,1819,1.1,0,1145,0,0,510,0,0,1655,0,2,3474,0.576,0,1545,0,0,25,0,0,1570,0,2,5044,0.397
