Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2020,NY,New York,Suffolk,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,33.1,35.8,1526344,36103,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-72.6922183 40.943554)
2021,NY,New York,Tompkins,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,11,18,105162,36109,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-76.4734835 42.4530063)
2021,NY,New York,Dutchess,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7,,,6,8.2,297112,36027,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-73.7400411 41.7547699)
2021,NY,New York,Essex,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26,,,22.2,30,37268,36031,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-73.7784307 44.1096005)
2021,NY,New York,Franklin,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,28.8,,,24.6,32.9,47456,36033,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-74.31067 44.5943758)
2021,NY,New York,Oswego,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4,5.4,117387,36075,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-76.2092618 43.4614431)
2020,NY,New York,Yates,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.3,,,79.2,85.2,24613,36123,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-77.1043238 42.638237)
2021,NY,New York,Ulster,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30,,,26.8,33.2,182951,36111,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.2654582 41.9472124)
2020,NY,New York,Schuyler,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.4,,,72.1,78.4,17752,36097,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-76.938603 42.4197755)
2021,NY,New York,Cortland,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,27.8,,,24,31.8,46311,36023,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-76.0762398 42.594039)
2021,NY,New York,Bronx,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,17.3,21.7,1424948,36005,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.852939 40.8487111)
2021,NY,New York,Ontario,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.3,,,2.7,3.9,112508,36069,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-77.3034967 42.8563575)
2020,NY,New York,Oswego,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.1,,,32.6,35.9,117387,36075,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-76.2092618 43.4614431)
2021,NY,New York,Ulster,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.7,,,25.4,34.1,182951,36111,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.2654582 41.9472124)
2021,NY,New York,Cayuga,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,15.6,,,13.2,18.1,75880,36011,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-76.5745866 43.0085456)
2021,NY,New York,Orange,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.3,404525,36071,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.3062522 41.4024096)
2021,NY,New York,Rensselaer,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.7,,,74.2,81,160232,36083,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-73.5138454 42.7104206)
2021,NY,New York,Clinton,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.1,4.2,79596,36019,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-73.7056429 44.752712)
2021,NY,New York,Essex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,55.8,,,51.6,60,37268,36031,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-73.7784307 44.1096005)
2021,NY,New York,Greene,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.9,,,6.9,9,48499,36039,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.1420253 42.2798211)
2020,NY,New York,Putnam,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.3,,,68.9,75.6,97936,36079,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-73.7438608 41.4279067)
2021,NY,New York,St. Lawrence,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.6,,,5,8.7,108051,36089,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-75.074311 44.4881125)
2021,NY,New York,Queens,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,10.6,14.6,2331143,36081,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-73.8412089 40.6546581)
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,26.2,32.4,59937,36043,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.8410968 43.571009)
2020,NY,New York,Bronx,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,27.6,,,23.9,31.7,1424948,36005,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-73.852939 40.8487111)
2020,NY,New York,Schenectady,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.4,,,31,33.7,158089,36093,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.0435592 42.8175516)
2021,NY,New York,Clinton,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.5,,,7,10.2,79596,36019,HLTHOUT,COPD,CrdPrv,COPD,POINT (-73.7056429 44.752712)
2021,NY,New York,Saratoga,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.2,16.2,237359,36091,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-73.8553872 43.1061353)
2021,NY,New York,Chemung,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.7,,,80.9,86.3,83045,36015,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-76.7524712 42.1486972)
2021,NY,New York,New York,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.1,,,8.5,11.8,1576876,36061,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-73.9701871 40.7766419)
2020,NY,New York,Monroe,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10,,,6.3,14.4,755160,36055,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-77.7005177 43.2503466)
2020,NY,New York,Westchester,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.5,,,5.3,12.2,997895,36119,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-73.7457526 41.1526862)
2021,NY,New York,Kings,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,9.5,11.5,2641052,36047,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.9506398 40.6350451)
2020,NY,New York,Niagara,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.6,,,7.7,16.2,211653,36063,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-78.8129431 43.2726719)
2021,NY,New York,Schuyler,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.6,,,3.2,4,17752,36097,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-76.938603 42.4197755)
2020,NY,New York,Rockland,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.9,,,84.1,87.6,339227,36087,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.0246616 41.1546276)
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.7,297112,36027,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-73.7400411 41.7547699)
2021,NY,New York,Schenectady,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.8,,,23.9,29.8,158089,36093,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.0435592 42.8175516)
2021,NY,New York,Cattaraugus,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.9,7.2,76426,36009,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-78.662332 42.2390986)
2021,NY,New York,Kings,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.5,,,3.9,5.1,2641052,36047,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-73.9506398 40.6350451)
2020,NY,New York,Schoharie,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,42.8,,,33.8,51,29863,36095,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.4381718 42.591294)
2021,NY,New York,Yates,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.9,,,10.2,13.7,24613,36123,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-77.1043238 42.638237)
2021,NY,New York,Broome,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.5,,,5.1,8.2,197240,36007,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-75.8302833 42.1619773)
2021,NY,New York,Queens,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.3,,,24.5,30,2331143,36081,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-73.8412089 40.6546581)
2020,NY,New York,Nassau,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.9,,,73.8,77.9,1390907,36059,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.5894144 40.7296118)
2021,NY,New York,Albany,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9,,,7.8,10.4,313743,36001,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.9740095 42.5882401)
2021,NY,New York,Bronx,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.7,16.8,1424948,36005,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-73.852939 40.8487111)
2021,NY,New York,Columbia,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.6,11.7,61778,36021,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.6267175 42.2476964)
2021,NY,New York,Franklin,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83,,,80.2,85.5,47456,36033,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-74.31067 44.5943758)
2021,NY,New York,Delaware,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,,,3.4,4.4,44378,36025,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.9667281 42.1939865)
2020,NY,New York,Ontario,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.7,,,28.1,31.4,112508,36069,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-77.3034967 42.8563575)
2021,NY,New York,Rockland,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,16.9,21.8,339227,36087,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.0246616 41.1546276)
2020,NY,New York,Monroe,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.9,,,73.4,80,755160,36055,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-77.7005177 43.2503466)
2021,NY,New York,Broome,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.5,,,31.9,37.2,197240,36007,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-75.8302833 42.1619773)
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,8.7,11,1526344,36103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-72.6922183 40.943554)
2021,NY,New York,Monroe,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23.8,,,20.8,27.1,755160,36055,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.7005177 43.2503466)
2021,NY,New York,Columbia,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.2,,,4.7,8,61778,36021,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-73.6267175 42.2476964)
2020,NY,New York,Jefferson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83,,,80.6,85.3,116295,36045,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-76.0529678 43.996389)
2020,NY,New York,Wyoming,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.7,,,71.8,77.7,40491,36121,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-78.2285667 42.7013627)
2021,NY,New York,Monroe,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4,5.4,755160,36055,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-77.7005177 43.2503466)
2020,NY,New York,Rensselaer,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.3,,,82.9,87.5,160232,36083,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.5138454 42.7104206)
2020,NY,New York,Orange,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,72.6,,,70,75,404525,36071,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-74.3062522 41.4024096)
2021,NY,New York,Steuben,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.3,,,10.8,14.1,92948,36101,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-77.3855253 42.2667252)
2021,NY,New York,Wayne,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.2,,,10.3,14.2,90923,36117,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-77.0494024 43.2181139)
2021,NY,New York,Kings,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.5,15.8,2641052,36047,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.9506398 40.6350451)
2020,NY,New York,Tioga,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.2,,,59.1,67.2,47980,36107,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.2974556 42.1780565)
2021,NY,New York,Niagara,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6,,,4.5,7.8,211653,36063,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-78.8129431 43.2726719)
2021,NY,New York,Montgomery,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,16.3,24.3,49558,36057,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.4353575 42.9008912)
2021,NY,New York,Cattaraugus,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.9,,,35.5,42.3,76426,36009,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-78.662332 42.2390986)
2020,NY,New York,Montgomery,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.4,,,32.3,49,49558,36057,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.4353575 42.9008912)
2020,NY,New York,Wayne,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.1,,,7.9,16.7,90923,36117,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-77.0494024 43.2181139)
2021,NY,New York,Franklin,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5.1,47456,36033,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-74.31067 44.5943758)
2021,NY,New York,Erie,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.7,5,950683,36029,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-78.7781922 42.752759)
2021,NY,New York,Nassau,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.3,,,7.2,9.5,1390907,36059,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.5894144 40.7296118)
2021,NY,New York,Hamilton,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,13,18.7,5119,36041,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.5024556 43.6578786)
2021,NY,New York,Erie,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.6,,,29,34.3,950683,36029,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-78.7781922 42.752759)
2020,NY,New York,Jefferson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.6,,,71,78.5,116295,36045,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-76.0529678 43.996389)
2021,NY,New York,Putnam,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.8,,,24.9,30.8,97936,36079,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.7438608 41.4279067)
2021,NY,New York,Orange,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.4,,,56.2,64.4,404525,36071,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.3062522 41.4024096)
2020,NY,New York,Fulton,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.3,,,9.4,19.8,53116,36035,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.4236782 43.1156093)
2021,NY,New York,Westchester,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,8.8,13.3,997895,36119,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-73.7457526 41.1526862)
2021,NY,New York,Herkimer,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.9,,,84.5,89.1,59937,36043,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-74.8410968 43.571009)
2020,NY,New York,Dutchess,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.8,,,6.1,14.1,297112,36027,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-73.7400411 41.7547699)
2021,NY,New York,St. Lawrence,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.5,6.2,108051,36089,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-75.074311 44.4881125)
2021,NY,New York,Schoharie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.6,,,31.9,41.3,29863,36095,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.4381718 42.591294)
2020,NY,New York,Cattaraugus,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,39,,,31.6,47.1,76426,36009,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-78.662332 42.2390986)
2021,NY,New York,Schoharie,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.1,,,10.4,13.9,29863,36095,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.4381718 42.591294)
